Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct,true_macro_3d,baseline_macro_3d,theory_macro_3d,baseline_vad_error,theory_vad_error
when i moved into my apartment it was full of bugs!,angry,"Customer :I was so excited to move to a new state, but when i moved into my apartment it was full of bugs! ugh
Agent :",disgusted,disgusted,disgusted,"REASONING: The situation involves an infestation of bugs, which triggers revulsion and a strong desire to reject/avoid the contaminated living space. This is negative in valence, moderately arousing, and involves slight controlling avoidance rather than helplessness.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.10]
EMOTION: disgusted",[-0.55  0.45  0.1 ],0.2090454496036687,False,False,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.2920616373302047
i went out with a couple friends to a local bar and we were having a great time. then my friend said he was going to step out and do some drugs and i knew my friend for years and i told him no just stay and party with us but he declined and i started yelling at him and he punched me. i felt like he chose the drugs over our friendship,angry,"Customer :I think you have a right to be mad over that. 
Agent :",sad,sad,angry,"REASONING: The speaker’s friend is a specific cause of harm, and the speaker reacts with active confrontation and yelling, indicating high-arousal anger rather than passive sadness or fear. Physical punch adds frustration/blame, but the dominant response is irritation and betrayal directed at the friend.
VAD_Estimate: [V: -0.55, A: +0.65, D: +0.20]
EMOTION: angry",[-0.55  0.65  0.2 ],0.08774964387392127,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
Someone broke into my home right after I moved in and I felt this way after it happened.,angry,"Customer :We had someone break into our hom.
Agent :",afraid,afraid,afraid,"REASONING: A home break-in is a serious violation that creates lingering fear and vulnerability, especially when the intruder is unknown. Valence is strongly negative, arousal is high due to anxiety/alertness, and dominance is low because the speaker feels unsafe and not in control.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.7253964433328853,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
I got out of work the other day and noticed that someone had slashed one of my tires in the parking lot.  I was taken aback and upset,angry,"Customer :Holy moly, that's some rough luck. Did you find the guy who did it?
Agent :",surprised,surprised,surprised,"REASONING: The tire slashing is unexpected and startling, as signaled by “taken aback,” producing high arousal and low control; “upset” adds negative valence, but there is no clear threat or confrontational anger dominating the reaction.
VAD_Estimate: [V: -0.30, A: +0.65, D: -0.20]
EMOTION: surprised",[-0.3   0.65 -0.2 ],0.500199960015992,False,False,Negative_High_Moderate,Neutral_High_Moderate,Neutral_High_Moderate,0.6410148204214938,0.6410148204214938
I lost my car keys at a bar last night.,angry,"Customer :Yeah, it was super exciting.... and I wasn't calling my mom (she has an extra key) to come unlock my house at 3am either. so I 'slept' on back porch.
Agent :",sad,sad,angry,"REASONING: Losing car keys is an irritating, inconvenient setback, producing clear negative valence and active frustration/agitation rather than fear, sadness, or disgust. The reaction is best captured by annoyance/anger, with moderately high arousal and a sense of frustrated control.
VAD_Estimate: [V: -0.50, A: +0.55, D: +0.10]
EMOTION: angry",[-0.5   0.55  0.1 ],0.15556349186104043,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
i was upset when i was told i couldnt go home on time,angry,"Customer :i was upset when i was told i couldnt go home on time
Agent :",sad,sad,sad,"REASONING: The word “upset” signals negative, passive distress about being denied the chance to go home; it is not a sudden threat or an active confrontation, so arousal is low and felt control is low.
VAD_Estimate: [V: -0.55, A: -0.25, D: -0.40]
EMOTION: sad",[-0.55 -0.25 -0.4 ],1.0628734637763801,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
someone almost crashed into me,angry,"Customer :someone almost crashed into me today
Agent :",afraid,afraid,afraid,"REASONING: A near-collision is a sudden, life-threatening event with little time to control the outcome, producing high distress and vulnerability rather than sustained blame. Valence is strongly negative, arousal is high, and dominance is low due to helplessness in the moment.
VAD_Estimate: [V: -0.70, A: +0.70, D: -0.45]
EMOTION: afraid",[-0.7   0.7  -0.45],0.7336211556382489,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
I was waiting for a package and I watched the mailman drive by my house without delivering it.,angry,"Customer :I ordered a package and had to stay home to sign for it and the mailman drove past my house and didn't deliver it.
Agent :",sad,sad,angry,"REASONING: The situation is negative because the expected package did not arrive, and the speaker feels active irritation/frustration toward the mailman rather than sadness or fear. This aligns with moderate-high arousal and assertive annoyance.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I once caught my father kissing someone other than my mom!,angry,"Customer :I think they were just kissing though, not so bad!
Agent :",disgusted,disgusted,angry,"REASONING: The event is a clear betrayal with a specific person to blame, triggering high-arousal irritation and anger rather than fear, sadness, or simple surprise. Negative valence, high arousal, and assertive/blaming control align with anger.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.0
I am upset the baseball game got canceled.,angry,"Customer :Yes, it was to see who made the playoffs.
Agent :",sad,sad,sad,"REASONING: The cancellation is disappointing and outside the speaker’s control, leading to a passive, low-energy negative state rather than active anger or fear.  
VAD_Estimate: [V: -0.55, A: -0.20, D: -0.35]  
EMOTION: sad",[-0.55 -0.2  -0.35],0.9928242543370907,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
My pizza got delivered and it's cold.  That makes me so upset.,angry,"Customer :I am.  It makes me so upset!
Agent :",sad,sad,angry,"REASONING: The cold pizza is a negative, irritation-provoking event with active frustration and blame toward the delivery, indicating moderate-high arousal and assertive control. The explicit word ""upset"" aligns with anger rather than sadness or fear.  
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]  
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
A few weeks ago my 3 year old broke my favorite eyeshadows.,angry,"Customer :Ugh so a few weeks ago my 3 year old broke my favorite eyeshadows.
Agent :",sad,sad,angry,"REASONING: The child is the clear cause of the damage, triggering frustration and irritation rather than fear or sadness; negative valence, moderately high arousal, and a sense of assertive annoyance.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I was so upset when Michael Jackson died.,angry,"Customer :It was really sad. He was a really good artist.
Agent :",sad,sad,sad,"REASONING: The speaker is expressing grief and distress over a death, which is an unpleasant, low-energy, helpless experience. There is no anger or fear-based threat, so the closest emotion is sadness.
VAD_Estimate: [V: -0.70, A: -0.25, D: -0.35]
EMOTION: sad",[-0.7  -0.25 -0.35],1.0496189784869554,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I was so upset when Michael Jackson died.,angry,"Customer :Yes, I saw him in concert once.
Agent :",sad,sad,sad,"REASONING: The speaker describes feeling upset over a death, indicating grief and sorrow rather than anger or fear. The event is clearly negative with low energy and a sense of helplessness, aligning with sadness.
VAD_Estimate: [V: -0.65, A: -0.25, D: -0.35]
EMOTION: sad",[-0.65 -0.25 -0.35],1.0417293314484333,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
All my neighbors constantly want to get together to gossip and talk bad about the people who live across the street. I'm sick of it!,angry,"Customer :It's awful! How are people okay with being so cruel?
Agent :",disgusted,disgusted,angry,"REASONING: The speaker is expressing active frustration and irritation about a repeated social annoyance, not fear, sadness, or physical revulsion. This is high-displeasure, moderately high-arousal irritation with assertive annoyance → anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.0
My father promised to buy me a car when I graduate from university. He never did.,angry,"Customer :I was very angry and disappointed. I was dream to have a care.
Agent :",sad,sad,angry,"REASONING: The father is a specific person who broke a clear promise, causing frustration and blame rather than passive grief or fear. This is a negative event with moderate-to-high arousal and assertive control toward the responsible party.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I recently discovered that my wife of 15 years is cheating on me.  She has been seeing my best friend of 20 years.  I am devastated.,angry,"Customer :Wow sounds like what i just seen on the news in NC... im so sorry !! 
Agent :",sad,sad,sad,"REASONING: The explicit emotion word “devastated” indicates overwhelming sadness and grief from betrayal, with strongly negative valence, low energy, and a sense of helplessness/loss of control.
VAD_Estimate: [V: -0.75, A: -0.20, D: -0.45]
EMOTION: sad",[-0.75 -0.2  -0.45],1.082450922675019,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
"A bit upset I was up all night again, not my dogs fault so much as she is just a new momma.",angry,"Customer :aweee you got puppies? i barely sleep so i feel you
Agent :",sad,sad,sad,"REASONING: The speaker expresses mild negative feeling with “a bit upset,” but explicitly excuses the dog and shows resignation rather than blame or irritation. Fatigue from being up all night lowers energy and control, pointing to sadness rather than anger.
VAD_Estimate: [V: -0.40, A: -0.25, D: -0.30]
EMOTION: sad",[-0.4  -0.25 -0.3 ],1.0100495037373167,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I ordered chicken the other day and it was still pink on the inside.,angry,"Customer :That's true. I won't order there again.
Agent :",disgusted,disgusted,disgusted,"REASONING: The undercooked, pink chicken is a contamination/visual repulsion trigger, producing strong revulsion and a desire to reject the food rather than active confrontation. Negative valence, moderate arousal, and slight avoidance/control point to disgust.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.11]
EMOTION: disgusted",[-0.6   0.35  0.11],0.2920616373302047,False,False,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.2920616373302047
I lost my car keys at a bar last night.,angry,"Customer :Oh man! Are they car keys as well?
Agent :",sad,sad,angry,"REASONING: Losing car keys is a negative, frustrating event that triggers active irritation and self-blame rather than passive sadness or fear. The arousal is moderate-to-high, with a somewhat controlled, assertive frustration response.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.10]
EMOTION: angry",[-0.55  0.5   0.1 ],0.1794435844492636,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
why is it that bad things always happen to me!,angry,"Customer :I just wish for once I could get ahead in life!
Agent :",sad,sad,sad,"REASONING: The speaker expresses frustration and helplessness about repeated misfortunes, with negative valence, low-to-moderate arousal from lamenting, and low dominance due to feeling like a victim of circumstances. This aligns most closely with sadness.  
VAD_Estimate: [V: -0.70, A: -0.20, D: -0.40]  
EMOTION: sad",[-0.7 -0.2 -0.4],1.0405287117614777,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I am upset that my partner has put me through so much..and now going through more while he is away and trying to get treatment. In one sense I miss him..in the other..I am not sure I could ever be around him again.,angry,"Customer :I am upset that my partner has put me through so much..and now going through more while he is away and trying to get treatment.
Agent :",sad,sad,sad,"REASONING: The speaker describes relational pain and loss—there is blame toward the partner, but the dominant tone is grief, longing, and uncertainty about reconnecting, rather than active anger or fear. This points to negative valence, low-to-moderate arousal, and low dominance/control.

VAD_Estimate: [V: -0.65, A: -0.10, D: -0.35]
EMOTION: sad",[-0.65 -0.1  -0.35],0.9250405396521819,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I didn't like when I found out my mom threw away my old Nintendo.,angry,"Customer :Did you dig it out of the trash?
Agent :",sad,sad,angry,"REASONING: The speaker expresses clear displeasure and irritation at a specific person (mom) for causing the loss, which is active frustration rather than helpless sadness. This gives negative valence, moderately high arousal, and assertive blame-oriented control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I'm upset about a project my daughter is working on.,angry,"Customer :That sounds familiar.  Is there someone she can get it from?
Agent :",sad,sad,sad,"REASONING: The speaker expresses displeasure and distress (“upset”) but without clear threat, blame, disgust, or excitement. The focus is on disappointment or worry about an external situation, which aligns with low-to-moderate energy and a reduced sense of control.

VAD_Estimate: [V: -0.60, A: -0.20, D: -0.30]
EMOTION: sad",[-0.6 -0.2 -0.3],0.966798841538404,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
Asked a relative to care for our pet while we were gone and the dog ended up missing.,angry,"Customer :Asked a relative to care for our pet while we were gone and the dog ended up missing.
Agent :",sad,sad,angry,"REASONING: The speaker trusted a specific relative, and that person’s failure caused a highly distressing outcome. The primary reaction is frustration and blame toward the relative, not helpless fear or passive grief.
VAD_Estimate: [V: -0.65, A: +0.60, D: +0.25]
EMOTION: angry",[-0.65  0.6   0.25],0.14035668847618202,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I caught my wife cheating on me last week. She's apparently decided she likes other women now. I really don't know what to do!,angry,"Customer :She shouldnt have done that without asking you. But maybe there is an opportunity here for you...
Agent :",sad,sad,sad,"REASONING: The situation is a painful interpersonal betrayal, producing strongly negative valence. The speaker expresses helplessness and uncertainty rather than active anger or panic, indicating low arousal and low dominance, consistent with grief/dejection.
VAD_Estimate: [V: -0.70, A: -0.20, D: -0.45]
EMOTION: sad",[-0.7  -0.2  -0.45],1.0724737759031686,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I crashed my dirtbike on a gravel road. Scratched my knee up real badly and had to go home for a ride with the police.,angry,"Customer :Very thankful that it wasn't worse.
Agent :",afraid,afraid,afraid,"REASONING: The crash and injury create a clearly negative, painful experience with a sense of vulnerability and dependence on police for help; arousal is moderately high from the shock and pain, while dominance is low due to helplessness.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.6661080993352355,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
I ordered chicken the other day and it was still pink on the inside.,angry,"Customer :That's really annoying. Did you send it back to the kitchen?
Agent :",disgusted,disgusted,disgusted,"REASONING: The undercooked pink chicken involves contamination/visual repulsion, triggering revulsion rather than anger or fear. Negative valence, moderate arousal, and a desire to reject/avoid the food.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.29698484809834996,False,False,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.2920616373302047
I wsa really upse when I found out my co-worker was fired,angry,"Customer :I was really upse when I found out my co-worker was fired
Agent :",sad,sad,sad,"REASONING: The speaker’s distress is tied to a negative, uncontrollable event involving someone else, with no clear target of blame or active irritation, so it is best captured as sadness rather than anger or fear. The “really” adds intensity but not high physiological arousal, and the speaker feels powerless.

VAD_Estimate: [V: -0.65, A: -0.25, D: -0.35]
EMOTION: sad",[-0.65 -0.25 -0.35],1.0417293314484333,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
Some sad individual could be calmed down by a sweet word,angry,"Customer :Sweet words like what?
Agent :",sad,sad,sad,"REASONING: The explicit emotion word “sad” anchors the label; the situation describes a sad person being calmed, reflecting low mood, low energy, and vulnerability/dejection.
VAD_Estimate: [V: -0.63, A: -0.27, D: -0.33]
EMOTION: sad",[-0.63 -0.27 -0.33],1.044222198576529,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I found out my group of friends went to the beach last weekend and did not invite me for some reason. I don't really know why though?,angry,"Customer :I found out my group of friends went to the beach last weekend and did not invite me for some reason. I don't really know why though?
Agent :",sad,sad,sad,"REASONING: Being excluded by close friends without explanation is a painful interpersonal rejection, producing negative valence, relatively low energy (deflation/hurt), and a sense of low control/vulnerability due to not knowing why.
VAD_Estimate: [V: -0.60, A: -0.25, D: -0.40]
EMOTION: sad",[-0.6  -0.25 -0.4 ],1.0659268267568838,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
i was chatting with my dad and the call dropped on us,angry,"Customer :it took a few minutes to get situated so i could call him back where i would have reception
Agent :",surprised,surprised,surprised,"REASONING: The call dropping is an unexpected, uncontrollable interruption, causing brief high arousal and mild frustration with no clear agent to blame. Its slightly negative valence and low control align most closely with surprise.
VAD_Estimate: [V: -0.20, A: +0.55, D: -0.30]
EMOTION: surprised",[-0.2   0.55 -0.3 ],0.6326136261573885,False,False,Negative_High_Moderate,Neutral_High_Moderate,Neutral_High_Moderate,0.6410148204214938,0.6410148204214938
"I couldnt believe my wife took money from my bank account,",angry,"Customer :I was furious, my wife went into my bad and took my card!
Agent :",surprised,surprised,surprised,"REASONING: “I couldn’t believe” signals shock and disbelief at an unexpected, negative action. The reaction is high-arousal and uncertain, with mildly negative valence, making surprise the dominant emotion rather than anger.

VAD_Estimate: [V: -0.20, A: +0.65, D: -0.30]
EMOTION: surprised",[-0.2   0.65 -0.3 ],0.6341923998283171,False,False,Negative_High_Moderate,Neutral_High_Moderate,Neutral_High_Moderate,0.6410148204214938,0.6410148204214938
My oldest daughter had a hard time in school.  She struggled with friends that were not true friends.,angry,"Customer :I am sorry, kids can be mean
Agent :",sad,sad,sad,"REASONING: The situation describes ongoing social pain and difficulty for the speaker’s daughter, evoking empathy and helplessness rather than anger or fear. The tone is negative and heavy, with low energy and low control over the circumstances, consistent with sadness.
VAD_Estimate: [V: -0.65, A: -0.30, D: -0.40]
EMOTION: sad",[-0.65 -0.3  -0.4 ],1.1109455432198285,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I am upset that England lost in the World Cup.,angry,"Customer :I am upset England lost in the World Cup.
Agent :",sad,sad,sad,"REASONING: The loss by England is disappointing and evokes a passive, low-energy feeling of sadness rather than active anger or fear. Valence is clearly negative, arousal is low/moderate, and there is a sense of deflation and low control.
VAD_Estimate: [V: -0.60, A: -0.30, D: -0.30]
EMOTION: sad",[-0.6 -0.3 -0.3],1.0500952337764418,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
"One of our friends got a call from the school that her 11 year old wasn't at school, and it turned out to be a mistake. Glad, but upset at the false alarm.",angry,"Customer :Yeah, it really scared us for a little bit.
Agent :",joyful,joyful,angry,"REASONING: Although there is relief/gladness that the child is safe, the phrase “upset at the false alarm” foregrounds active irritation with a specific source, pointing to anger rather than joy or fear. This yields negative valence, high arousal, and assertive blame/control.

VAD_Estimate: [V: -0.50, A: +0.58, D: +0.25]
EMOTION: angry",[-0.5   0.58  0.25],0.014142135623730963,False,True,Negative_High_Moderate,Positive_High_Dominant,Negative_High_Moderate,1.2786711852544421,0.0
I steam cleaned my antique rugs last night but because they are so old they have ta horrible smell. I wish I would have just left them dirty.,angry,"Customer :Well I figured that out. I cleaned mine last night. They are clean but now they smell horrible!
Agent :",disgusted,disgusted,disgusted,"REASONING: The situation involves a foul odor causing revulsion and regret, which is primarily a disgust response with negative valence, moderate arousal, and a desire to reject/avoid the smell.
VAD_Estimate: [V: -0.55, A: +0.30, D: 0.00]
EMOTION: disgusted",[-0.55  0.3   0.  ],0.38496753109840315,False,False,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.2920616373302047
I ordered chicken the other day and it was still pink on the inside.,angry,"Customer :I am only going to order chicken in person now lol
Agent :",disgusted,disgusted,disgusted,"REASONING: The undercooked pink chicken triggers revulsion and a strong desire to reject the food, with negative valence, moderate arousal, and a slight sense of control through avoidance.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.11]
EMOTION: disgusted",[-0.6   0.35  0.11],0.2920616373302047,False,False,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.2920616373302047
"I couldnt believe my wife took money from my bank account,",angry,"Customer :I agree 100 percent, she has no right to be going through my things!
Agent :",surprised,surprised,surprised,"REASONING: The speaker emphasizes disbelief and shock at an unexpected betrayal, with no explicit anger word. This points to negative surprise with high arousal and low felt control.
VAD_Estimate: [V: -0.30, A: +0.65, D: -0.15]
EMOTION: surprised",[-0.3   0.65 -0.15],0.4557411546042337,False,False,Negative_High_Moderate,Neutral_High_Moderate,Neutral_High_Moderate,0.6410148204214938,0.6410148204214938
I spilled soda on my laptop.,angry,"Customer :I spilled soda on my laptop.
Agent :",sad,sad,angry,"REASONING: Spilling soda on a laptop is a negative, unexpected event that triggers immediate frustration and irritation, with moderate-to-high arousal and a sense of blame toward the accident or oneself, not fear or disgust.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
"One of our friends got a call from the school that her 11 year old wasn't at school, and it turned out to be a mistake. Glad, but upset at the false alarm.",angry,"Customer :Yea that wouldn't of turn out great.
Agent :",joyful,joyful,angry,"REASONING: The explicit phrase “upset at the false alarm” signals irritation and blame toward a specific external cause (the school’s mistake), making anger the salient emotion; the “glad” is secondary relief that the child is safe. Negative valence, moderately high arousal, and assertive frustration align with anger.  
VAD_Estimate: [V: -0.45, A: +0.55, D: +0.20]  
EMOTION: angry",[-0.45  0.55  0.2 ],0.08774964387392117,False,True,Negative_High_Moderate,Positive_High_Dominant,Negative_High_Moderate,1.2786711852544421,0.0
"A bit upset I was up all night again, not my dogs fault so much as she is just a new momma.",angry,"Customer :Just one, abused dog and she had one 2 weeks after I got her. I was planning on getting her fixed soon- so it's good we found out ahead of time. Yes she is quite neurotic about it. So it's alot. I hear you..I don't sleep much anyway sometimes so not always the biggest deal
Agent :",sad,sad,sad,"REASONING: The speaker expresses mild displeasure from sleep deprivation but explicitly avoids blaming the dog, indicating resignation and low energy rather than irritation or confrontation. This aligns with low arousal, negative valence, and low dominance.
VAD_Estimate: [V: -0.55, A: -0.30, D: -0.40]
EMOTION: sad",[-0.55 -0.3  -0.4 ],1.1028145809699834,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
My dogged pooped in my neighbors lawn. It becomes a habit for him,angry,"Customer :Yeah. I am too embarrassed and angry on my dog. He should start to behave.
Agent :",disgusted,disgusted,disgusted,"REASONING: The situation involves dog feces (bodily waste) occurring repeatedly on a neighbor’s lawn, which triggers revulsion and avoidance rather than fear or joy. Valence is negative, arousal is moderate, and there is a slight sense of rejection/control.

VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.29698484809834996,False,False,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.2920616373302047
I can't believe my friend got back with her ex. She knows he is no good.,angry,"Customer :I don't know. She knows he is no good. He will just hurt her again because she allows it. Its sad.
Agent :",disgusted,disgusted,angry,"REASONING: The speaker is frustrated and critical about their friend’s choice, blaming her for returning to a bad relationship. This is active irritation with assertive judgment rather than helplessness or sadness.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.0
I ordered chicken the other day and it was still pink on the inside.,angry,"Customer :I think you'll probably be fine but, that dosen't mean your lunch isn't ruined.
Agent :",disgusted,disgusted,disgusted,"REASONING: Undercooked pink chicken is a contamination/repulsion trigger, causing disgust and a desire to reject the food rather than active anger or fear. Negative valence, moderate arousal, slight sense of control through avoidance.
VAD_Estimate: [V: -0.60, A: +0.35, D: +0.10]
EMOTION: disgusted",[-0.6   0.35  0.1 ],0.29698484809834996,False,False,Negative_High_Moderate,Negative_High_Moderate,Negative_High_Moderate,0.2920616373302047,0.2920616373302047
I can't believe my friend got back with her ex. She knows he is no good.,angry,"Customer :Why would she do that
Agent :",surprised,surprised,angry,"REASONING: The speaker expresses frustration and disapproval about the friend’s poor decision, with clear judgment and irritation rather than fear, sadness, or revulsion. Negative valence, moderately high arousal, and assertive blame → anger.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.30]
EMOTION: angry",[-0.55  0.6   0.3 ],0.06480740698407862,False,True,Negative_High_Moderate,Neutral_High_Moderate,Negative_High_Moderate,0.6410148204214938,0.0
it upset me when i couldnt leave work on time,angry,"Customer :Aww, did you miss your plans?
Agent :",sad,sad,angry,"REASONING: The speaker is frustrated and irritated by being forced to stay at work, which is active annoyance at an external constraint rather than sadness or fear. This yields negative valence, elevated arousal, and a moderate/assertive sense of frustration.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
My cat attacked me over food!,angry,"Customer :You know, I love cats but do you think it needs a mental evaluation or was it upset you were gone so long?
Agent :",afraid,afraid,angry,"REASONING: The cat’s aggression is a clear, specific cause of irritation and frustration, not a life-threatening or ambiguous threat, so the reaction is angry rather than afraid. Negative valence, moderately high arousal, and a sense of assertive annoyance fit anger.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Moderate,0.6923871749245504,0.0
when my brother got jumped,angry,"Customer :I remember when we were younger , and my brother came home one of his eyes was swollen shut, and he had a giant gash under his other, he had gotten jumped i almost cried in just anger 
Agent :",afraid,afraid,afraid,"REASONING: A violent attack on a family member is an immediate, uncontrollable threat, producing helplessness and fear rather than assertive anger. Valence is strongly negative, arousal is high, and dominance is low.
VAD_Estimate: [V: -0.70, A: +0.65, D: -0.45]
EMOTION: afraid",[-0.7   0.65 -0.45],0.7278049189171505,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
I decided to grill a steak tonight for dinner.  I got distracted and it got burned.,angry,"Customer :That sounds really great and delicious! 
Agent :",sad,sad,angry,"REASONING: The burned steak is a frustrating mistake caused by distraction, producing clear irritation and active annoyance rather than sadness or fear. Valence is negative, arousal is moderately high from frustration, and dominance is slightly assertive because the reaction is irritation, not helplessness.

VAD_Estimate: [V: -0.45, A: +0.50, D: +0.20]
EMOTION: angry",[-0.45  0.5   0.2 ],0.11916375287812983,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
