Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct
I finally have enough money to quit my bad job. It has made me miserable for years.,joyful,"Customer :I know. I cannot tell you how happy I am. Things are a little hard in my life so this will relieve some of that stress.
Agent :",joyful,joyful,sad,"REASONING: The speaker explicitly says the job has made them “miserable,” which signals prolonged unhappiness and dejection rather than anger or fear. This maps to negative valence, low arousal, and low dominance/control.
VAD_Estimate: [V: -0.60, A: -0.30, D: -0.35]
EMOTION: sad",[-0.6  -0.3  -0.35],1.71697408250678,True,False
"I was upset when I found out my new job does not have paid lunches, I was hoping they would be",sad,"Customer :No, like I get paid to take a lunch break, still getting my hourly wage for the hour I eat
Agent :",sad,sad,angry,"REASONING: The speaker explicitly says ""upset,"" which signals displeasure and frustration about an unmet expectation regarding their new job. This is active irritation directed at a situation/policy, not sadness or fear, so it aligns closest with anger in the VAD framework.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.9381897462667134,True,False
my brother is sick,sad,"Customer :my brother is sick
Agent :",sad,sad,afraid,"REASONING: The situation is negative because a loved one is unwell, and the speaker likely feels worried or uneasy rather than cheerful. Arousal is moderately elevated from concern, and dominance is low because the speaker has little control over the brother’s health.
VAD_Estimate: [V: -0.55, A: +0.45, D: -0.40]
EMOTION: afraid",[-0.55  0.45 -0.4 ],0.7278049189171505,True,False
my brother is sick,sad,"Customer :Oh wow it sounds like he is doing great, I hope he feels better soon!
Agent :",sad,sad,afraid,"REASONING: A loved one being sick is a negative and worrying situation with uncertain outcomes, creating concern and a sense of helplessness rather than anger or joy; valence is negative, arousal is elevated, and dominance is low.
VAD_Estimate: [V: -0.55, A: +0.45, D: -0.40]
EMOTION: afraid",[-0.55  0.45 -0.4 ],0.7278049189171505,True,False
I lost my wallet and had to get all new cards,sad,"Customer :I hope someone turns it in soon to you.. did you lose out on money too? 
Agent :",sad,sad,angry,"REASONING: Losing a wallet is an unpleasant, frustrating hassle that creates irritation and active annoyance, especially with the burden of replacing all cards. This is higher-energy frustration rather than passive sadness or anxious fear, with a sense of controlled irritation.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.8976079322287654,True,False
I lost my wallet and had to get all new cards,sad,"Customer :So I lost my wallet and had to get a new ID issued to me.
Agent :",sad,sad,angry,"REASONING: Losing a wallet is unpleasant but not life-threatening; the hassle of replacing cards creates active irritation and frustration rather than helplessness or sadness. This points to moderately negative valence, heightened arousal, and some assertive control in dealing with the problem.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],1.0075713374247999,True,False
"When my father went into hospital, after he fell down the stairs, we had no idea he had cancer.",sad,"Customer :What?! Are you sick or your family member?
Agent :",sad,sad,afraid,"REASONING: The speaker is facing an uncertain and potentially serious health threat to a loved one, with no clear control over the outcome, triggering worry and fear rather than anger or sadness.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.8232253640407347,True,False
I found out my niece may be autistic.,sad,"Customer :I recently found out that my niece may be autistic.
Agent :",sad,sad,afraid,"REASONING: The speaker is facing an uncertain situation regarding their niece’s development, which likely triggers worry and concern rather than joy or anger. This sense of vulnerability and lack of control over the outcome aligns with anxiety/fear, with negative valence, moderate-to-high arousal, and low dominance.
VAD_Estimate: [V: -0.55, A: +0.35, D: -0.35]
EMOTION: afraid",[-0.55  0.35 -0.35],0.6254598308444757,True,False
"Don't you hate it when you're feeling confident in a new hairstyle or some clothes you're wearing, and then someone makes fun of you? Had that happen the other day. Makes you want to be able to hide in the background and never try anything new again",sad,"Customer :That's so disappointing. People should really not be judging others when they don't know how much effort was put in to the outfit.
Agent :",sad,sad,angry,"REASONING: The speaker explicitly expresses irritation/“hate” about being mocked, with clear blame toward someone else, producing negative valence and frustrated arousal. The urge to hide adds some vulnerability, but the active annoyance and external blame make anger the closest fit.
VAD_Estimate: [V: -0.58, A: +0.55, D: +0.15]
EMOTION: angry",[-0.58  0.55  0.15],0.951472542956443,True,False
My cat got ran over by someone. He sped off like it didn't matter.,sad,"Customer :Oh no, what happened to your cat?
Agent :",sad,sad,angry,"REASONING: The speaker attributes the harm to a specific person who fled callously, which triggers blame and outrage rather than helpless fear; this is high-arousal displeasure with assertive control.
VAD_Estimate: [V: -0.55, A: +0.65, D: +0.20]
EMOTION: angry",[-0.55  0.65  0.2 ],1.0647534925981694,True,False
I broke my laptop screen.,sad,"Customer :That sucks! It happens to the best of us. At least the computer didn't break.
Agent :",sad,sad,angry,"REASONING: Breaking one’s own laptop screen is a negative, irritating event that likely triggers frustration and self-blame rather than passive grief or fear. This fits moderate-high arousal and some assertive annoyance, matching anger more than sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,True,False
My friends went out drinking last weekend without me. They didn't even both sending me a text to see what I was doing.,sad,"Customer :My friends didn't invite me out drinking last weekend. They didn't even bother texting me!
Agent :",sad,sad,angry,"REASONING: The speaker expresses frustration and irritation at being excluded, specifically blaming their friends for not even texting. This involves negative valence, moderately high arousal, and assertive blame rather than passive helplessness, aligning with anger rather than sadness or fear.
VAD_Estimate: [V: -0.60, A: +0.55, D: +0.30]
EMOTION: angry",[-0.6   0.55  0.3 ],1.0345047124107267,True,False
I missed the bus today. I ended up being late for school.,sad,"Customer :omg, Yesterday I did the same thing, but I was late to class!
Agent :",sad,sad,angry,"REASONING: Missing the bus and being late is an unpleasant, frustrating inconvenience that triggers irritation and active annoyance rather than sadness, fear, or joy. The arousal is moderate, and there is a slight sense of frustrated control rather than helplessness.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.10]
EMOTION: angry",[-0.55  0.5   0.1 ],0.8855506761332183,True,False
My dog ran away today and I cant find her.,sad,"Customer :Have you ever had a pet run away?
Agent :",sad,sad,afraid,"REASONING: The situation is strongly unpleasant, with urgent concern and active searching creating high arousal. The speaker feels helpless and lacks control over the outcome, fitting fear/anxiety rather than sadness or anger.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.8232253640407347,True,False
My goldfish ran away yesterday. I was so distraught!,sad,"Customer :....I never thought about that! WILSON! WHERE ARE YOU!!!!
Agent :",sad,sad,afraid,"REASONING: The explicit emotion word “distraught” signals strong displeasure with high agitation and a sense of helplessness. There is no clear target for blame, so this fits fear/distress rather than anger or joy.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.8232253640407347,True,False
My girlfriend left me for my best friend,sad,"Customer :That is the worst thing ever.
Agent :",sad,sad,angry,"REASONING: The situation involves a specific interpersonal betrayal, which typically triggers active frustration and blame toward the girlfriend and best friend rather than passive grief. This is high in displeasure, moderately high arousal, and has a sense of righteous anger/assertiveness.

VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,True,False
i was upset when i couldnt get the day off,sad,"Customer :i was upset when i couldnt get the day off
Agent :",sad,sad,angry,"REASONING: The speaker is frustrated by an external obstacle blocking their request, producing clear displeasure and irritation rather than helpless fear or passive sadness. There is enough assertive complaint to align with anger.
VAD_Estimate: [V: -0.55, A: +0.40, D: +0.20]
EMOTION: angry",[-0.55  0.4   0.2 ],0.8580209787645056,True,False
My dog pooped on the rug today. I was so distraught.,sad,"Customer :My dog pooped on the rug today.
Agent :",sad,sad,afraid,"REASONING: The speaker explicitly says they were ""distraught,"" which indicates intense agitation and distress rather than calm sadness. This is highly negative in valence with elevated arousal and a lowered sense of control, most closely matching fear.
VAD_Estimate: [V: -0.70, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.7   0.55 -0.4 ],0.8259539938761723,True,False
My dog died today. I am so distraught.,sad,"Customer :I'm sorry to hear that, that's got to be tough on you.
Agent :",sad,sad,afraid,"REASONING: The explicit emotion word ""distraught"" signals high-arousal distress and a sense of helplessness, with negative valence and low dominance, aligning more closely with fear than with low-energy sadness.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.8784645695758025,True,False
My dog ran away from home!,sad,"Customer :My dog ran away from home!
Agent :",sad,sad,afraid,"REASONING: The sudden loss of a pet creates distress, uncertainty, and helplessness, with high arousal and low control over the situation.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.8810221336606703,True,False
i was not happy when i couldnt get out of work on time,sad,"Customer :I would be too. What was the hold up for?
Agent :",sad,sad,angry,"REASONING: Being unable to leave work on time is an unpleasant, frustrating situation that triggers irritation and active annoyance rather than fear or sadness. The “not happy” phrasing signals displeasure with moderate arousal and a mildly assertive complaint.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,True,False
My car stop working last week. I took it to the mechanic. It need a lot of money to fix it.,sad,"Customer :I will not be able to fix it. I need to go to work. It is making me feel bad.
Agent :",sad,sad,angry,"REASONING: The situation is clearly unpleasant, with frustration over the car breakdown and costly repairs; this active irritation indicates moderate-to-high arousal and a mildly assertive, complaining stance.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.9381897462667134,True,False
"In school, people would always bully me.",sad,"Customer :In school, the kids would always bully me and call me names
Agent :",sad,sad,afraid,"REASONING: Being repeatedly bullied at school would be unpleasant and distressing, with a strong sense of vulnerability and no perceived control over the situation; the ongoing threat produces anxious, high-arousal helplessness rather than assertive anger or passive sadness.
VAD_Estimate: [V: -0.70, A: +0.55, D: -0.50]
EMOTION: afraid",[-0.7   0.55 -0.5 ],0.8403570669661796,True,False
"It's been a long week already and it's only Tuesday! Trying to heal through trauma and dreaming of it, really is unpleasant!",sad,"Customer :I know right? I hate those weeks! Time only goes slow when it's not so good!
Agent :",sad,sad,angry,"REASONING: The speaker is expressing frustration and irritation about an exhausting week and unpleasant trauma-related dreams, with exclamatory language indicating high arousal and active complaining rather than passive grief. Valence is clearly negative, arousal is elevated, and the complaining tone gives some assertive energy.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.15]
EMOTION: angry",[-0.55  0.55  0.15],0.9535197952848173,True,False
"When people buy assorted doughnuts, and somebody eats the only flavor you like.",sad,"Customer :Yes, I hate that. I usually end up going back and getting some more just for me.
Agent :",sad,sad,angry,"REASONING: The situation involves someone taking the last desired item, which is a clear, targeted frustration with blame directed at another person. This creates negative valence, moderate-to-high arousal, and a sense of assertive irritation rather than helplessness.  
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]  
EMOTION: angry",[-0.55  0.6   0.25],1.048665819029113,True,False
I woke up to something quite terrible this morning.  My vegetable garden has been ravaged through by some strange animal.,sad,"Customer :I woke up this morning only to find out that some wild animal had destroyed my garden!
Agent :",sad,sad,angry,"REASONING: The destruction of the speaker's garden is a negative, frustrating event caused by an identifiable intruder (an animal), producing irritation and blame rather than helplessness or grief. This suggests high displeasure, moderate arousal, and a somewhat assertive sense of annoyance.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.15]
EMOTION: angry",[-0.55  0.45  0.15],0.8690224392960172,True,False
"It's been a long week already and it's only Tuesday! Trying to heal through trauma and dreaming of it, really is unpleasant!",sad,"Customer :It's been a long week already and it's only Tuesday!
Agent :",sad,sad,afraid,"REASONING: The speaker expresses frustration and exhaustion about a long week, but the deeper distress comes from trauma-related dreams, which feel intrusive, unpleasant, and not directed at a specific person to blame. This is high-negative arousal with a sense of vulnerability and low control, consistent with fear rather than anger or sadness.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.8232253640407347,True,False
I feel bad I don't always get to go through bad things and full get healed. I have someone who was around me during the worst times of my life who took that away from me and made the focus be on them..which disrupted my process of grief and healing/,sad,"Customer :I feel bad I don't always get to go through bad things and full get healed. 
Agent :",sad,sad,angry,"REASONING: The speaker expresses distress and grievance, but directs blame at a specific person who “took away” their healing and disrupted their grief. This is active frustration/complaint toward an identifiable cause rather than helpless fear or passive sadness, so it fits anger.

VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.9381897462667134,True,False
I missed the bus today. I ended up being late for school.,sad,"Customer :I didn't get out of the shower fast enough today so I missed the bus
Agent :",sad,sad,angry,"REASONING: Missing the bus and being late is a negative, frustrating event that creates irritation and mild stress, but not helplessness or life-threatening fear. This is active annoyance rather than passive sadness.
VAD_Estimate: [V: -0.45, A: +0.35, D: +0.10]
EMOTION: angry",[-0.45  0.35  0.1 ],0.7756932383358772,True,False
"Don't you hate it when you're feeling confident in a new hairstyle or some clothes you're wearing, and then someone makes fun of you? Had that happen the other day. Makes you want to be able to hide in the background and never try anything new again",sad,"Customer :I think it was my haircut :( But thank you for the kind words. I need you to hype me up in the morning and make me feel confident!
Agent :",sad,sad,afraid,"REASONING: Being mocked after feeling confident is a socially threatening, low-control experience; the desire to hide and avoid trying new things reflects high arousal and vulnerable withdrawal rather than anger or sadness.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.8757853618324527,True,False
My little boy is starting Kindergarten in a few days,sad,"Customer :Oh most definitely. My daughter also got accepted into Head Start so it will be just me and my work.
Agent :",sad,sad,joyful,"REASONING: The situation describes a positive life milestone for the parent’s child, with no explicit emotion word or negative cues. It evokes warmth, pride, and gentle anticipation, indicating positive valence, moderate arousal, and a sense of meaningful parental involvement.
VAD_Estimate: [V: +0.65, A: +0.40, D: +0.30]
EMOTION: joyful",[0.65 0.4  0.3 ],1.5761345120261785,True,False
"Don't you hate it when you're feeling confident in a new hairstyle or some clothes you're wearing, and then someone makes fun of you? Had that happen the other day. Makes you want to be able to hide in the background and never try anything new again",sad,"Customer :That is just the worst, who made fun of you?
Agent :",sad,sad,angry,"REASONING: The speaker is complaining about a specific person mocking them, and the phrase “hate it” signals clear irritation and frustration, which points to anger rather than fear or sadness. The negative event raises arousal somewhat, and while the final thought includes wanting to hide, the complaint is still directed at the mocker, keeping dominance mildly assertive.

VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,True,False
I broke my phone today. It was the worst.,sad,"Customer :I got in a heated conversation and threw it lol
Agent :",sad,sad,angry,"REASONING: The situation is clearly negative, and the phrase “the worst” signals active frustration/complaining rather than passive sadness. There is no threat or vulnerability, so the closest match is anger with moderate arousal and some assertive control.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.10]
EMOTION: angry",[-0.55  0.5   0.1 ],0.8855506761332183,True,False
My dog ran away from home!,sad,"Customer :Yesterday, I think he is gone forever.
Agent :",sad,sad,afraid,"REASONING: The sudden loss of a beloved pet creates a negative, high-arousal response of panic and worry, with a low sense of control over the outcome. This aligns with fear rather than sadness because the situation is urgent and uncertain, not passive resignation.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.8810221336606703,True,False
I lost my cell phone today. I can't believe it,sad,"Customer :I do. We just got home so I am going to call once we get settled in. I can't believe it
Agent :",sad,sad,angry,"REASONING: The loss of a personal possession triggers frustration and irritation rather than grief or fear; the exclamation “I can’t believe it” indicates active annoyance and agitated energy, which fits anger more than passive sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,True,False
My goldfish ran away yesterday. I was so distraught!,sad,"Customer :My goldfish ran away yesterday. I am so distraught because I can't find the little tyke!
Agent :",sad,sad,afraid,"REASONING: The speaker explicitly says ""distraught,"" signaling intense, agitated distress about the lost pet. This is negative in valence, high in arousal due to agitation, and low in dominance because the situation feels helpless and uncontrollable, closest to fear.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.8232253640407347,True,False
I dropped my phone in the toilet and I didn't have insurance on it. It was a pretty expensive phone too.,sad,"Customer :I dropped my phone in the toilet last night and now it's not functioning right. I also didn't have insurance on it which is a huge bummer, because this phone was expensive!
Agent :",sad,sad,angry,"REASONING: The event is clearly negative, involving loss of a valuable possession. The tone reflects frustration and irritation rather than helplessness or grief, with moderate-to-high arousal from the annoyance of the mistake.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.10]
EMOTION: angry",[-0.55  0.5   0.1 ],0.8855506761332183,True,False
I woke up to something quite terrible this morning.  My vegetable garden has been ravaged through by some strange animal.,sad,"Customer :Unfortunately, no.  I am sad in some ways but happy the wild creature had a full meal last night.
Agent :",sad,sad,angry,"REASONING: The situation involves damage to the speaker's property, causing frustration and irritation rather than fear or sadness. The anger is directed at an external cause (the animal), with moderate to high arousal and a sense of assertive annoyance.

VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.9381897462667134,True,False
"I recently changed jobs for a better opportunity with more pay. I'm very pleased with the new job, but I did feel bummed about leaving my former co-workers behind. We had a good time and I liked those kids.",sad,"Customer :That happens sometimes but I'm sure you will make a lot of new friends in your new job.
Agent :",sad,sad,joyful,"REASONING: The speaker explicitly says they are “very pleased” with the new job, which signals a positive and satisfying emotional state; the “bummed” feeling about leaving co-workers is secondary and nostalgic rather than dominant. Valence is positive, arousal is moderately calm, and dominance is moderately high due to the empowering job change.

VAD_Estimate: [V: +0.65, A: +0.35, D: +0.35]
EMOTION: joyful",[0.65 0.35 0.35],1.5764517119150843,True,False
I dropped my phone in the toilet and I didn't have insurance on it. It was a pretty expensive phone too.,sad,"Customer :Oh no! Have you tried the old ""put it in a bag of rice"" trick?
Agent :",sad,sad,angry,"REASONING: The situation is clearly unpleasant, and the speaker’s tone conveys active frustration and irritation about the costly loss rather than passive grief. Arousal is moderately high due to the complaining, with a slight sense of control from venting, but not as dominant as prototypical anger since there is no one to blame.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.15]
EMOTION: angry",[-0.55  0.5   0.15],0.9108786966440701,True,False
i knew i shouldnt have trusted my brother with my dog,sad,"Customer :i knew i shouldnt have trusted my brother with my dog
Agent :",sad,sad,angry,"REASONING: The speaker blames a specific person—their brother—for failing to care for the dog, which creates irritation, resentment, and a sense of being wronged. This is high-arousal negative affect with assertive blame, consistent with anger rather than fear or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,True,False
i wasnt happy when i had to go into work on saturday,sad,"Customer :That never sounds fun
Agent :",sad,sad,angry,"REASONING: Being required to work on Saturday is an unpleasant inconvenience that typically triggers frustration and irritation, not fear or deep sadness. This is active displeasure with a mildly assertive complaining tone, rather than helpless vulnerability.

VAD_Estimate: [V: -0.50, A: +0.45, D: +0.20]
EMOTION: angry",[-0.5   0.45  0.2 ],0.9034378783292186,True,False
My dog got very sick the other day and had to go to the vet. He is my best friend.,sad,"Customer :My dog got very sick the other day and had to go to the vet. 
Agent :",sad,sad,afraid,"REASONING: The dog becoming seriously ill is a negative, distressing event involving uncertainty about a beloved companion’s health, prompting worry and helplessness rather than anger or joy. This aligns with high arousal from concern and low dominance from lack of control over the situation.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.65  0.55 -0.45],0.8289752710425082,True,False
I just found out my brother had to get checked into rehab!  I had no idea he had a problem and am quite upset over it!,sad,"Customer :Addiction is a scary thing! I wish him the best.
Agent :",sad,sad,afraid,"REASONING: The news about the brother’s rehab is negative and surprising, and the exclamation plus “quite upset” signals high-arousal distress. The situation involves helplessness and concern rather than a clear target for blame, so dominance is low and fear is the closest match.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.8232253640407347,True,False
I was sad at how mad I got at my mom when she threw my vitamins away,sad,"Customer :I also have a great parent. However I got a bit too mad at her when she threw away a lot of moneys worth of special vitamins accidentally.
Agent :",sad,sad,angry,"REASONING: The in-the-moment reaction to the mother throwing away the vitamins is anger at a specific person, with irritation and blame; the phrase “sad at how mad I got” is a later reflection on that anger, not the emotion during the event. This yields negative valence, high arousal, and assertive control.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],1.048665819029113,True,False
"Don't you hate it when you're feeling confident in a new hairstyle or some clothes you're wearing, and then someone makes fun of you? Had that happen the other day. Makes you want to be able to hide in the background and never try anything new again",sad,"Customer :Yes, it seemed to bug out, not sure
Agent :",sad,sad,afraid,"REASONING: Being mocked while feeling confident is a social injury that makes the speaker feel exposed and vulnerable; the urge to hide and avoid trying new things is an anxious/avoidant response rather than anger-driven confrontation or passive resignation, so valence is negative, arousal is elevated, and dominance is low.

VAD_Estimate: [V: -0.65, A: +0.55, D: -0.45]

EMOTION: afraid",[-0.65  0.55 -0.45],0.8289752710425082,True,False
"Harvey weinstein was such a good studio , they just ruined their business and now there arent any good movies",sad,"Customer :What were some of your favorites?
Agent :",sad,sad,angry,"REASONING: The speaker expresses frustration and blame toward a specific entity (“they”) for ruining their business and causing a lack of good movies. This is an active, irritated complaint rather than sadness or fear, with clear target-directed anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,True,False
I am having to be strong and not respond when it comes to a person I care about at times. It is hard to not be an enabler sometimes. It requires a LOT of strength and tough love. I,sad,"Customer :Yeah, it can be tough. Especially if you're in a heated argument.
Agent :",sad,sad,angry,"REASONING: The situation is emotionally difficult and draining, so valence is negative. However, the speaker describes actively summoning strength and exercising tough love, which involves elevated arousal and a controlled, assertive stance rather than passive sadness or fear.  
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.35]  
EMOTION: angry",[-0.55  0.5   0.35],1.0303882763308208,True,False
I miss being a kid. I hate all the responsibility I have now,sad,"Customer :I know right. I want to go back to like 8
Agent :",sad,sad,angry,"REASONING: The speaker explicitly says “hate” about current responsibilities, expressing active frustration and irritation rather than passive sadness or fear. This is high-displeasure, high-arousal, and somewhat assertive blame, matching anger.
VAD_Estimate: [V: -0.60, A: +0.60, D: +0.25]
EMOTION: angry",[-0.6   0.6   0.25],1.0460401521930218,True,False
"I had 20 dollars sitting in my car and I opened my windows. Next thing you know, the 20 dollars flew out the window.",sad,"Customer :Dang, that's quite a large amount of money to lose. Hopefully it went to someone who needs it.
Agent :",sad,sad,angry,"REASONING: Losing the money is an unpleasant, frustrating event that spurs irritation and active annoyance rather than helplessness or fear. The arousal is moderate-high, with a slight sense of control over one’s reaction.

VAD_Estimate: [V: -0.55, A: +0.55, D: +0.10]
EMOTION: angry",[-0.55  0.55  0.1 ],0.9293546147730694,True,False
My dog ran away today. I was so distraught.,sad,"Customer :My dog ran away today.
Agent :",sad,sad,afraid,"REASONING: The explicit emotion word “distraught” signals intense distress and agitation. Losing a dog is highly unpleasant, emotionally overwhelming, and uncontrollable, with high arousal and low dominance rather than anger or passive sadness.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.65  0.55 -0.45],0.8289752710425082,True,False
"Growing up, my mom always played a lot of Aretha Franklin. When I found out that she passed I was bewildered.",sad,"Customer :Yes, I have a special place in my heart for classic music. 
Agent :",sad,sad,afraid,"REASONING: The speaker explicitly says they felt “bewildered” upon hearing of Aretha Franklin’s death—this is a negative, shocked, and disoriented state rather than anger, joy, or calm sadness. The emotional state is high in unpleasantness, elevated in arousal from sudden confusion, and low in dominance due to feeling overwhelmed, which aligns most closely with the fear prototype.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.65  0.55 -0.45],0.8289752710425082,True,False
I was upset when the spurs traded away Khawi Leonard,sad,"Customer :I was upset when the spurs traded away Khawi Leonard
Agent :",sad,sad,angry,"REASONING: The speaker is blaming the Spurs organization as a specific cause for trading away the player, producing frustration and irritation rather than helpless fear or passive sadness. This is a negative, moderately high-arousal reaction with some assertive blame toward the team.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.8976079322287654,True,False
My dog ran away today and I cant find her.,sad,"Customer :I also had a dog, did you find your dog?
Agent :",sad,sad,afraid,"REASONING: The event is highly negative and involves uncertainty about the dog’s safety, creating anxious distress rather than anger or joy. The speaker feels helpless and worried while searching, with high arousal and low dominance.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.65  0.55 -0.45],0.8289752710425082,True,False
My favorite cake stand was stolen.,sad,"Customer :My favorite cake stand that my aunt gave me was stolen.
Agent :",sad,sad,angry,"REASONING: The theft of a valued possession is a negative, irritating event with a clear unfair cause, prompting frustration and blame rather than helplessness or grief. This aligns with moderate-to-high arousal and assertive annoyance.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],1.0075713374247999,True,False
I dropped my 5 dollar ice cream as soon as I left the store,sad,"Customer :Just the worst, it was one of my favorite gourmet ice creams too, salted caramel flavour
Agent :",sad,sad,angry,"REASONING: Dropping the ice cream immediately after buying it is an annoying, frustrating loss, producing negative feelings with moderate arousal and a sense of irritation rather than helpless sadness.
VAD_Estimate: [V: -0.45, A: +0.50, D: +0.20]
EMOTION: angry",[-0.45  0.5   0.2 ],0.951945376584182,True,False
My little boy is starting Kindergarten in a few days,sad,"Customer :They do grow up quickly don't they! But just think of all the wonderful new things he'll learn and friends he'll make. He'll be able to tell you all about it when he gets home!
Agent :",sad,sad,joyful,"REASONING: The situation involves a proud, warm family milestone with no explicit negative words; it suggests pleasant anticipation and affection. Valence is positive, arousal is moderately elevated, and the speaker feels a sense of loving control/pride.
VAD_Estimate: [V: +0.65, A: +0.35, D: +0.30]
EMOTION: joyful",[0.65 0.35 0.3 ],1.5555384919699031,True,False
"In school, people would always bully me.",sad,"Customer :Why did they do tha
Agent :",sad,sad,afraid,"REASONING: Repeated bullying involves an ongoing interpersonal threat where the speaker is targeted and powerless, producing strongly negative feelings, high arousal, and low dominance. The lack of confrontation or expressed anger points to fear rather than anger.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.8784645695758025,True,False
I dropped a bowl of mashed potatoes and it smashed all over the floor,sad,"Customer :Thanks, you're so sweet. It was fine, my boyfriend helped me clean it up.
Agent :",sad,sad,angry,"REASONING: The event is unpleasant and frustrating: a sudden, messy accident causes irritation rather than fear or passive sadness. There is active annoyance/energy from the mess, so it aligns most closely with anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.15]
EMOTION: angry",[-0.55  0.55  0.15],0.9535197952848173,True,False
My iguana ran away today. I never have been so distraught.,sad,"Customer :They sure can't! I was so upset. I do hope I find him in the next couple of days.
Agent :",sad,sad,afraid,"REASONING: The runaway pet triggers intense distress and helplessness, with high agitation and low felt control, making the experience sharply negative and high-arousal. This matches the afraid prototype better than low-energy sadness or anger.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.8784645695758025,True,False
