Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct
I was so scared but I went skydiving! It was a great experience and I'm so glad I was able to overcome my fears.,afraid,"Customer :I was so terrified, but I went skydiving a few weeks ago!
Agent :",joyful,joyful,afraid,"REASONING: The explicit emotion during the event is ""scared,"" and the later positive reflection about overcoming fear does not change the emotion felt while skydiving. That moment involved high arousal and low control, matching fear.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
"When I was younger, I went on a trip to my cousins ski home in New York. I am from Florida and didn't know any better and stuck my tongue to a frozen pole when one of my cousins dared me to. I dont recommend it.",afraid,"Customer :When I was younger, I went on a trip to my cousins ski home in New York. I am from Florida and didn't know any better and stuck my tongue to a frozen pole when one of my cousins dared me to. I dont recommend it.
Agent :",sad,sad,afraid,"REASONING: The event itself involved sudden physical pain and being unexpectedly trapped when the tongue stuck to the frozen pole, causing panic and helplessness rather than anger or sadness. Negative valence is strong, arousal is high due to shock and distress, and dominance is low because the person was physically stuck and vulnerable.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.55]
EMOTION: afraid",[-0.7   0.6  -0.55],0.1341640786499874,False,True
my friend was speeding down the road because he wanted to show off the new car he had just bought,afraid,"Customer :The new Audi R8 it was used 2015
Agent :",joyful,joyful,afraid,"REASONING: Speeding to show off is risky/dangerous driving, and without any positive emotion words, the situation suggests anxiety/fear with high arousal and low control.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.022360679774997918,False,True
Riding coasters this weekend,afraid,"Customer :We're taking the kiddos to six flags and they're gonna make me ride coasters lol
Agent :",joyful,joyful,afraid,"REASONING: The phrase mentions an inherently risky/intimidating activity with no positive words like ""excited"" or ""love,"" so it reflects anxiety/dread about the upcoming event: high displeasure, high arousal, and low control.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
Riding coasters this weekend,afraid,"Customer :Yeah I've never rode one before!  So scared :(
Agent :",joyful,joyful,afraid,"REASONING: The situation mentions riding coasters with no positive excitement words, so it suggests anxiety or dread rather than joy. This is an inherently intimidating activity with low perceived control and high nervous arousal.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer : I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they ""used to be afraid,"" so the emotion during that past experience is fear, despite their current reflection that it lessened. This matches high displeasure, high arousal, and low dominance/vulnerability.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
Our home was broken in to 2 months after we purchased it.,afraid,"Customer :Have you ever been a victim of a home break in?
Agent :",angry,angry,afraid,"REASONING: The break-in is a serious violation of safety and personal space, producing strongly negative feelings, high alarm, and a sense of vulnerability because the speaker had no control over the intrusion. This aligns most closely with fear rather than anger, since the threat is diffuse/ambiguous and tied to feeling unsafe in one’s own home.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.50]
EMOTION: afraid",[-0.7  0.6 -0.5],0.09219544457292884,False,True
When my house burned down in middle school. It was in the middle of the night.,afraid,"Customer :oh no. what happened?
Agent :",sad,sad,afraid,"REASONING: The event is a nighttime house fire, which is an immediate, uncontrollable, life-threatening danger. This triggers high-arousal panic and vulnerability, with no clear target for anger and more active fear than passive sadness.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.06324555320336754,False,True
"My house burned down and I had to rescue my family, It was a chilly night.",afraid,"Customer :What happened? Hope you are okay?
Agent :",sad,sad,afraid,"REASONING: The situation involves a life-threatening event with no clear person to blame, triggering urgent fear and protective panic rather than anger; the need to rescue family increases arousal but reduces felt control.
VAD_Estimate: [V: -0.70, A: +0.70, D: -0.40]
EMOTION: afraid",[-0.7  0.7 -0.4],0.12041594578792289,False,True
My husband wants to go parasailing together when we go to Mexico next month.,afraid,"Customer :That is very nice thing to do.
Agent :",joyful,joyful,afraid,"REASONING: The situation describes an upcoming inherently risky activity without any positive emotion words like ""excited"" or ""love,"" suggesting the speaker feels anxious or dread about parasailing rather than joy. This aligns with high negative arousal and low control.
VAD_Estimate: [V: -0.60, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.6   0.55 -0.4 ],0.07071067811865471,False,True
Once I studied really hard for a physics quiz and then I tried to set an alarm to wake up for it. Instead I slept through it and thought I was gonna get a zero on the quiz.,afraid,"Customer :oh that sucks, i guess you called in to make up a lie and make up the quiz
Agent :",sad,sad,afraid,"REASONING: The speaker suddenly realizes they slept through an important quiz after studying hard, causing panic and helplessness over a bad outcome. This is high-arousal distress with low control, matching fear/anxiety rather than anger or low-energy sadness.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.05916079783099609,False,True
my friend was speeding down the road because he wanted to show off the new car he had just bought,afraid,"Customer :my friend was speeding because he wanted to show off his new car to me
Agent :",joyful,joyful,afraid,"REASONING: The situation describes dangerous speeding with no positive or excited language, so the speaker likely feels anxious and vulnerable as a passenger. High displeasure, high arousal, and low control over the situation point to fear.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.65  0.6  -0.4 ],0.03162277660168377,False,True
Riding coasters this weekend,afraid,"Customer :Oh! I thought it was something bad, I hate roller coasters too!
Agent :",joyful,joyful,afraid,"REASONING: The phrase mentions an inherently intimidating activity (roller coasters) with no positive words like “excited” or “love,” so the default interpretation is anticipatory anxiety/dread rather than joy. This yields negative valence, high arousal, and low perceived control.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",afraid,"Customer :Did that make you feel embarassed?
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly states they ""used to be afraid,"" so the emotion during that past experience is fear. Although they are no longer afraid now, temporal anchoring requires judging the emotion at the time of the event, not the present reflection.

VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
Amusement park this weekend,afraid,"Customer :Oh haha well that'll be interesting...at least the kids will feel good that they were braver than Mommy hahaha
Agent :",joyful,joyful,afraid,"REASONING: The statement mentions an upcoming amusement park visit without any positive emotion words like “excited” or “love,” so the anticipation is interpreted as anxiety/dread rather than joy. This reflects negative valence, high arousal, and low control.

VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]

EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
I think my boyfriend is cheating on me,afraid,"Customer :I think my boyfriend is seeing someone else
Agent :",sad,sad,afraid,"REASONING: The speaker is expressing uncertain, anxious suspicion about betrayal, with feelings of vulnerability rather than clear outward anger or confrontation. This maps to negative valence, high arousal, and low dominance.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.55  0.55 -0.4 ],0.10723805294763601,False,True
Roller coaster riding next week,afraid,"Customer :Next week is going to be freaky!
Agent :",joyful,joyful,afraid,"REASONING: The situation mentions an upcoming roller coaster ride with no positive words like “excited” or “love,” so the default emotional reading is anxiety/dread. This produces negative valence, high arousal, and low dominance/control.

VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
when my mother in law fell on ice,afraid,"Customer :My mother in law came to visit for the first time and fell so hard on ice. It was scary. 
Agent :",sad,sad,afraid,"REASONING: The sudden fall of the mother-in-law on ice is an unexpected, potentially harmful event, causing immediate concern and a sense of helplessness rather than anger or joy; the situation is negative, high-arousal, and low in control.
VAD_Estimate: [V: -0.70, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.7   0.55 -0.45],0.08062257748298542,False,True
"I used to be terrified of approaching attractive women, let alone get their numbers...but I found out the easiest way to overcome that irrational fear is to level with them like a friend, instead of a prize to be won / objectified.",afraid,"Customer :Very
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly describes their past emotional state as “terrified” and an “irrational fear” when approaching attractive women, indicating high displeasure, high arousal, and vulnerable low control during that experience.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
"I finally got over my fear of heights! But before that, I had never been so scared in my life. I went sky-diving.",afraid,"Customer :I would be so scared to sky dive! How nervous were you before the jump?
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they had “never been so scared,” and the event described (sky-diving) is the moment of intense fear, despite the later relief of overcoming it. During that experience, valence is strongly negative, arousal is high, and control/vulnerability is low.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.0,False,True
My crush keeps hanging out with a new guy classmate a lot lately.,afraid,"Customer :Not yet. I don't want to destroy what we have if she doesn't feel the same.
Agent :",sad,sad,afraid,"REASONING: The speaker feels threatened by the possibility of losing their crush’s attention, creating negative, anxious tension with low control over the situation. This is more aligned with vulnerable insecurity/afraid than anger or sadness.
VAD_Estimate: [V: -0.55, A: +0.50, D: -0.35]
EMOTION: afraid",[-0.55  0.5  -0.35],0.15652475842498526,False,True
My boyfriend cheated on me while I was away visiting family.,angry,"Customer :No, we are working on sorting things out but I am still very hurt.
Agent :",sad,sad,angry,"REASONING: The speaker experiences betrayal and hurt caused by a specific person (her boyfriend), which triggers active frustration, blame, and irritation rather than helplessness or withdrawal. This points to high displeasure, high arousal, and assertive control.

VAD_Estimate: [V: -0.65, A: +0.60, D: +0.25]
EMOTION: angry",[-0.65  0.6   0.25],0.14035668847618202,False,True
i went out with a couple friends to a local bar and we were having a great time. then my friend said he was going to step out and do some drugs and i knew my friend for years and i told him no just stay and party with us but he declined and i started yelling at him and he punched me. i felt like he chose the drugs over our friendship,angry,"Customer :I think you have a right to be mad over that. 
Agent :",sad,sad,angry,"REASONING: The speaker describes an interpersonal conflict caused by a specific friend, and their active yelling and sense of betrayal signal high-arousal irritation and blame rather than helpless fear or passive sadness. Valence is negative, arousal is high, and dominance reflects assertive confrontation, though slightly tempered by being punched.
VAD_Estimate: [V: -0.55, A: +0.65, D: +0.20]
EMOTION: angry",[-0.55  0.65  0.2 ],0.08774964387392127,False,True
My daughters's boy friend got drunk and started a fight with my husband. We had to call the police.,angry,"Customer :My daughter's boyfriend got drunk and attacked my husband.
Agent :",afraid,afraid,angry,"REASONING: The event is negative and caused by a specific person—the daughter’s boyfriend—who started a fight, prompting the family to take protective action by calling the police. This points to high displeasure, high arousal, and assertive frustration rather than helplessness.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True
I lost my car keys at a bar last night.,angry,"Customer :Yeah, it was super exciting.... and I wasn't calling my mom (she has an extra key) to come unlock my house at 3am either. so I 'slept' on back porch.
Agent :",sad,sad,angry,"REASONING: The lost keys are an annoying, frustrating inconvenience rather than a personal threat or deep loss; this creates negative valence, irritable moderately high arousal, and a problem-focused frustration rather than helplessness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
i was upset when i was told i couldnt go home on time,angry,"Customer :i was upset when i was told i couldnt go home on time
Agent :",sad,sad,angry,"REASONING: The speaker is reacting to an externally imposed restriction with frustration and irritation, not fear or passive sadness. The clear external source of the denial supports anger.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
My daughters's boy friend got drunk and started a fight with my husband. We had to call the police.,angry,"Customer :my goodness i feel terrible
Agent :",afraid,afraid,angry,"REASONING: The situation involves a specific person causing a dangerous interpersonal conflict, which triggers protective frustration and blame rather than ambiguous threat. This yields negative valence, high arousal, and moderate assertive control from wanting to hold the boyfriend accountable.
VAD_Estimate: [V: -0.65, A: +0.60, D: +0.20]
EMOTION: angry",[-0.65  0.6   0.2 ],0.1489966442575134,False,True
A few weeks ago my 3 year old broke my favorite eyeshadows.,angry,"Customer :Ugh so a few weeks ago my 3 year old broke my favorite eyeshadows.
Agent :",sad,sad,angry,"REASONING: The event involves a specific cause—the child breaking a valued possession—triggering frustration and irritation rather than helpless fear or passive sadness. The negative reaction is active and somewhat assertive, fitting anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True
My father promised to buy me a car when I graduate from university. He never did.,angry,"Customer :I was very angry and disappointed. I was dream to have a care.
Agent :",sad,sad,angry,"REASONING: The situation involves a broken promise by a specific person (the father), which triggers frustration and blame rather than helplessness or grief. This fits high displeasure, moderate-to-high arousal, and assertive control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],0.056568542494923775,False,True
I lost my car keys at a bar last night.,angry,"Customer :Oh man! Are they car keys as well?
Agent :",sad,sad,angry,"REASONING: Losing car keys is a frustrating, inconvenient negative event, not a life-threatening or ambiguous peril. The tone suggests irritation and blame toward the situation rather than helplessness or sadness, so moderate negative valence with elevated arousal and some sense of assertive frustration.

VAD_Estimate: [V: -0.55, A: +0.50, D: +0.10]
EMOTION: angry",[-0.55  0.5   0.1 ],0.1794435844492636,False,True
I didn't like when I found out my mom threw away my old Nintendo.,angry,"Customer :Did you dig it out of the trash?
Agent :",sad,sad,angry,"REASONING: The speaker is frustrated by a specific person’s action (mom throwing away the Nintendo), which triggers irritation and blame rather than helplessness or sadness. This fits high displeasure, moderate-to-high arousal, and assertive control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
Asked a relative to care for our pet while we were gone and the dog ended up missing.,angry,"Customer :Asked a relative to care for our pet while we were gone and the dog ended up missing.
Agent :",sad,sad,angry,"REASONING: The situation involves a specific relative being responsible for the pet, so the dog going missing creates clear blame, frustration, and irritation rather than helpless fear or passive sadness. This is a negative, high-arousal state with assertive blame directed at the caretaker.
VAD_Estimate: [V: -0.65, A: +0.60, D: +0.25]
EMOTION: angry",[-0.65  0.6   0.25],0.14035668847618202,False,True
My husband gets cranky when he gets woken up and takes it out on me.,angry,"Customer :I think he should exercise more self-restraint when it comes to your relationship
Agent :",sad,sad,angry,"REASONING: The speaker describes being the target of her husband’s crankiness, which is a specific interpersonal grievance causing irritation and frustration rather than fear or passive sadness. The negative event has moderate arousal from annoyance and a slightly assertive tone because she is blaming him.

VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.1539480431834065,False,True
"One of our friends got a call from the school that her 11 year old wasn't at school, and it turned out to be a mistake. Glad, but upset at the false alarm.",angry,"Customer :Yeah, it really scared us for a little bit.
Agent :",joyful,joyful,angry,"REASONING: The relief that the child is safe is outweighed by the explicit “upset” at the school’s false alarm, which signals irritation and frustration directed at a specific source. This produces negative valence, moderately high arousal, and assertive blame.
VAD_Estimate: [V: -0.40, A: +0.55, D: +0.30]
EMOTION: angry",[-0.4   0.55  0.3 ],0.12727922061357852,False,True
I spilled soda on my laptop.,angry,"Customer :I spilled soda on my laptop.
Agent :",sad,sad,angry,"REASONING: Spilling soda on a laptop is a negative, frustrating accident that triggers immediate irritation and high arousal. Since the harm is to property rather than personal safety and the reaction is active annoyance, this fits anger more than fear or sadness.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],0.06480740698407862,False,True
it upset me when i couldnt leave work on time,angry,"Customer :Aww, did you miss your plans?
Agent :",sad,sad,angry,"REASONING: The word “upset” signals clear negative displeasure about being unable to leave work on time, driven by irritation and frustration rather than helplessness or grief. This active annoyance suggests moderately high arousal and assertive irritation, which aligns closest with anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
My dishwasher leaked and we had to have our whole kitchen and living redone due to the damages.,angry,"Customer :Man, that really stinks.  Did insurance pay to repair your floor and cupboards?
Agent :",sad,sad,angry,"REASONING: The situation is unpleasant and frustrating due to property damage and forced renovation, involving irritation and complaint rather than helplessness or fear. Moderate-to-high arousal and a mildly assertive sense of annoyance point toward anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.10]
EMOTION: angry",[-0.55  0.55  0.1 ],0.16031219541881397,False,True
I decided to grill a steak tonight for dinner.  I got distracted and it got burned.,angry,"Customer :That sounds really great and delicious! 
Agent :",sad,sad,angry,"REASONING: Burning the steak is a frustrating, self-caused mistake that triggers irritation and annoyance rather than sadness or fear, with moderate activation and some sense of control.
VAD_Estimate: [V: -0.45, A: +0.50, D: +0.20]
EMOTION: angry",[-0.45  0.5   0.2 ],0.11916375287812983,False,True
i got the wrong item,angry,"Customer :i ordered a limited editon tshirt from my favorite band and they sent the wrong size
Agent :",sad,sad,angry,"REASONING: Receiving the wrong item is an annoying, unmet expectation that typically triggers frustration and irritation, not fear or passive sadness. Valence is negative, arousal is moderately elevated, and the speaker is likely to feel assertive about the complaint.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
I dropped my laptop and broke it.,angry,"Customer :Yikes, how much will it cost to replace?
Agent :",sad,sad,angry,"REASONING: The accidental damage is unpleasant and frustrating, creating irritation and moderate arousal rather than passive grief or fear. The reaction is active annoyance about the broken laptop, aligning with anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.15]
EMOTION: angry",[-0.55  0.55  0.15],0.11489125293076058,False,True
I'm a bit upset today that the man who has lived here for a couple years has this house falling down around him and isn't fixing anything. He knows how to fix things and has such talents but doesn't use them here.,angry,"Customer :I'm a bit upset today that the man who has lived here for a couple years has this house falling down around him and isn't fixing anything. 
Agent :",sad,sad,angry,"REASONING: The explicit word ""upset"" indicates displeasure, and the criticism is directed at a specific person who is failing to fix the house, reflecting irritation and blame rather than sadness or fear. This is a low-to-moderate arousal frustration with a slight sense of assertive judgment.
VAD_Estimate: [V: -0.45, A: +0.30, D: +0.10]
EMOTION: angry",[-0.45  0.3   0.1 ],0.3319638534539566,False,True
i went out with a couple friends to a local bar and we were having a great time. then my friend said he was going to step out and do some drugs and i knew my friend for years and i told him no just stay and party with us but he declined and i started yelling at him and he punched me. i felt like he chose the drugs over our friendship,angry,"Customer :yeah but there is always a time and a place and if i invite my bestfriend to have a good night and he decides to do his own thing it annoys me, as i hate seeing him like that and after that i felt the night was just ruined. 
Agent :",sad,sad,angry,"REASONING: The speaker actively confronted and yelled at their friend, blaming him for choosing drugs over their friendship, which reflects frustrated, high-energy anger, not helpless fear or passive grief. The event is clearly negative, with elevated arousal and some sense of assertiveness in confronting the friend.

VAD_Estimate: [V: -0.58, A: +0.60, D: +0.25]

EMOTION: angry",[-0.58  0.6   0.25],0.07071067811865471,False,True
Why won't I get made at you?,angry,"Customer :Well ,you played hard! But did you work hard?
Agent :",joyful,joyful,angry,"REASONING: The speaker uses the explicit emotion word “mad” (spelled “made”), signaling anger. Anger is characterized by negative valence, high arousal, and assertive control.

VAD_Estimate: [V: -0.51, A: +0.59, D: +0.25]

EMOTION: angry",[-0.51  0.59  0.25],0.0,False,True
I lost my car keys at a bar last night.,angry,"Customer :Yep.  and it gets worse.   Apparently sometimes people will steal keys,  then come back and steal your car after you leave, according to the bar tenders.  So I got my truck towed home.  And... no house keys.. 
Agent :",sad,sad,angry,"REASONING: Losing car keys is a frustrating, inconvenient event that triggers irritation and self-directed blame rather than helplessness or deep sadness. The negative valence is paired with moderate arousal and a sense of frustrated control, aligning with anger.

VAD_Estimate: [V: -0.55, A: +0.45, D: +0.10]
EMOTION: angry",[-0.55  0.45  0.1 ],0.2090454496036687,False,True
I took my daughter shopping for school clothes and she didn't like anything in any store. We bought nothing,angry,"Customer :Did they grow out of last years?
Agent :",sad,sad,angry,"REASONING: The repeated failed shopping trip is a frustrating, irritating experience, not a joyful one or a life-threatening fear. The negativity is paired with rising irritation and some outward focus, making it closer to anger than passive sadness.
VAD_Estimate: [V: -0.55, A: +0.65, D: +0.20]
EMOTION: angry",[-0.55  0.65  0.2 ],0.08774964387392127,False,True
My flight was cancelled,angry,"Customer :U can't imagine! 
Agent :",sad,sad,angry,"REASONING: The flight cancellation is a negative, frustrating event likely directed at an external cause (the airline), producing irritation and active complaint rather than helplessness or grief. This suggests moderately negative valence, moderate-to-high arousal, and slight assertiveness/control.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
I'm upset about a project my daughter is working on.,angry,"Customer :She's working on that now.
Agent :",sad,sad,angry,"REASONING: ""Upset"" signals active irritation and frustration, not helplessness or low-energy sadness; the cause is a situation rather than a life-threatening fear, so this best aligns with anger. Valence is negative, arousal is moderately high, and the speaker retains some assertive control by naming the source of frustration.

VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True
I can't believe my landlord has fixed my stove yet,angry,"Customer :That's so frustrating. Ask for a break on the rent next month!
Agent :",joyful,joyful,angry,"REASONING: The situation expresses frustration at an ongoing unresolved problem caused by a specific person (the landlord), indicating irritation and blame rather than helplessness or grief. This points to high displeasure, moderately high arousal, and assertive control → anger.

VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I decided to grill a steak tonight for dinner.  I got distracted and it got burned.,angry,"Customer :I decided to treat myself tonight and make grill a huge steak for myself tonight.
Agent :",sad,sad,angry,"REASONING: The burned steak is an unpleasant, frustrating outcome caused by distraction, producing irritation and mild agitation rather than fear or sadness. The negative valence and moderate arousal with slight self-directed control align closest with anger.
VAD_Estimate: [V: -0.50, A: +0.35, D: +0.05]
EMOTION: angry",[-0.5   0.35  0.05],0.3125699921617557,False,True
I can't beleve I only got half of the maximum for my raise?,angry,"Customer :Well I only received half of the maximum. m not too happy
Agent :",sad,sad,angry,"REASONING: The speaker is actively frustrated and irritated about receiving a smaller raise than expected, with a complaining tone rather than passive sadness. This indicates negative valence, moderately high arousal, and assertive irritation.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I forgot my lunch and my wallet at home this morning.,angry,"Customer :Ah, there you go. The world isn't completely heartless. Yeah, I think the trick is to always keep that stuff with your car keys, because then you'll never forget it.
Agent :",sad,sad,angry,"REASONING: Forgetting lunch and wallet is an unpleasant, frustrating inconvenience caused by one’s own mistake, producing irritation and mild agitation rather than fear or deep sadness. The negative event feels controllable but annoying, with moderate arousal and some assertive frustration.
VAD_Estimate: [V: -0.55, A: +0.45, D: +0.20]
EMOTION: angry",[-0.55  0.45  0.2 ],0.1539480431834065,False,True
I am so upset because I lost my favorite shoe. I am late for the gym now!,angry,"Customer :I lost my favorite shoe today!
Agent :",sad,sad,angry,"REASONING: The speaker is frustrated and irritated about losing their shoe while also feeling rushed, which reflects active displeasure and high arousal rather than passive sadness. This matches the anger prototype more closely than the low-energy sad prototype.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I've been upset at how hard I have to work for a living.,angry,"Customer :I think I have to work too hard for what I'm paid.
Agent :",sad,sad,angry,"REASONING: The speaker expresses ongoing frustration and irritation about their difficult work situation, which indicates active displeasure rather than passive sadness or fear. This is a complaint about unfair hardship, aligning with anger more than grief or anxiety.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.10]
EMOTION: angry",[-0.55  0.5   0.1 ],0.1794435844492636,False,True
it upset me when i couldnt leave work on time,angry,"Customer :it upset me when i couldnt leave work on time
Agent :",sad,sad,angry,"REASONING: Being unable to leave work on time is an irritating, frustrating constraint, producing negative feelings with moderate arousal and a sense of annoyance rather than helplessness or sadness.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
I just got cable installed and I can never find anything good on television. What a waste,angry,"Customer :it's not. I still can't find anything on tv
Agent :",sad,sad,angry,"REASONING: The speaker is expressing frustration and irritation about paying for cable yet finding nothing good to watch, with an active complaint (""What a waste"") rather than passive sadness or fear. This reflects negative valence, moderate-high arousal, and some assertive annoyance → anger.
VAD_Estimate: [V: -0.50, A: +0.50, D: +0.20]
EMOTION: angry",[-0.5  0.5  0.2],0.10344080432788597,False,True
I broke my coffee maker and now i can't make coffee,angry,"Customer :yes i think i will stop by wawa, i just love to make my own coffee
Agent :",sad,sad,angry,"REASONING: The broken coffee maker is a frustrating inconvenience that blocks a daily routine, producing irritation and complaint rather than sadness, fear, or joy. Valence is negative, arousal is moderate from annoyance, and dominance is slightly reduced but not helpless.
VAD_Estimate: [V: -0.45, A: +0.50, D: +0.10]
EMOTION: angry",[-0.45  0.5   0.1 ],0.18493242008906927,False,True
My car broke down,angry,"Customer :What happened to it
Agent :",sad,sad,angry,"REASONING: The event is negative and frustrating, with moderate arousal from irritation and a sense of assertive annoyance rather than helplessness or sadness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.07549834435270747,False,True
I can't believe my landlord has fixed my stove yet,angry,"Customer :I can't believe my landloard still hasnt fixed my stove
Agent :",joyful,joyful,angry,"REASONING: The speaker is frustrated by an identifiable person (the landlord) who has failed to complete a needed repair, creating irritation and active complaint rather than helplessness or sadness. This reflects negative valence, moderate-high arousal, and assertive frustration.
VAD_Estimate: [V: -0.58, A: +0.55, D: +0.20]
EMOTION: angry",[-0.58  0.55  0.2 ],0.0948683298050513,False,True
Why do people get so mad at each other for no reason?,angry,"Customer :Why do people get so mad at each other for no reason?
Agent :",sad,sad,angry,"REASONING: The speaker is irritated and frustrated by pointless interpersonal conflict, with an active complaint rather than passive grief. This suggests negative valence, moderate-high arousal, and some assertive control—consistent with anger.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
Somebody called me fat the other day,angry,"Customer :i was so furious! I'm not even that fat! that was so mean
Agent :",sad,sad,angry,"REASONING: The situation involves a direct insult from a specific person, which typically triggers frustration, irritation, and a sense of being wronged rather than helplessness or sadness. This yields negative valence, moderately high arousal, and assertive/blaming control.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True
I was really upset when I found out that the Dallas Cowboys were going to let go of Dez Bryant. I think he's a really good wide receiver if only he wouldn't run his mouth.,angry,"Customer :Yeah, I remember as a boy watching those guys. They creamed Buffalo in the Super Bowl!
Agent :",sad,sad,angry,"REASONING: The speaker is frustrated and irritated about the Cowboys' decision to let go of Dez Bryant, and expresses an assertive opinion about him. This is negative with high arousal and moderate assertion, consistent with anger rather than sadness or fear.
VAD_Estimate: [V: -0.60, A: +0.60, D: +0.30]
EMOTION: angry",[-0.6  0.6  0.3],0.10344080432788597,False,True
